model,prompt_id,category,tps,ttft,latency,peak_vram_mb,error,temp_0.0_success,temp_0.0_error,temp_0.7_success,temp_0.7_error
starcoder2:3b,21,Coding Generation,23.505569167157283,0.1485670999973081,5.593682999999146,2587.50390625,,,,,
starcoder2:3b,22,Coding Generation,23.475366963847517,0.1659633000017493,4.213062700000592,2587.50390625,,,,,
starcoder2:3b,23,Coding Generation,23.509407592499098,0.1619252000018605,5.606656300002214,2587.50390625,,,,,
starcoder2:3b,24,Coding Generation,24.434172969705926,0.13723490000120364,1.1606294000011985,2587.50390625,,,,,
starcoder2:3b,25,Coding Generation,23.485203028571053,0.14862189999985276,5.599012899998343,2587.50390625,,,,,
starcoder2:3b,26,Coding Generation,23.472231424172325,0.1786954000017431,5.63219559999925,2587.50390625,,,,,
starcoder2:3b,27,Coding Generation,23.475670173069794,0.15917329999865615,5.611263399998279,2587.50390625,,,,,
starcoder2:3b,28,Coding Generation,47.5625387931957,0.13983340000049793,0.18253270000059274,2587.50390625,,,,,
starcoder2:3b,29,Coding Generation,23.489001719331444,0.17514359999768203,1.749703400000726,2587.50390625,,,,,
starcoder2:3b,30,Coding Generation,0.0,0.0,0.0,2587.50390625,'>' not supported between instances of 'NoneType' and 'int',,,,
starcoder2:3b,31,Coding Generation,1966.1816751867873,0.1575185000001511,0.15771719999975176,2587.50390625,,,,,
starcoder2:3b,32,Coding Generation,0.0,0.0,0.0,2587.50390625,'>' not supported between instances of 'NoneType' and 'int',,,,
starcoder2:3b,33,Coding Generation,23.80319555996137,0.1417384000014863,2.241606800002046,2587.50390625,,,,,
starcoder2:3b,34,Coding Generation,45.2380198413955,0.14452979999987292,0.187969400001748,2587.50390625,,,,,
starcoder2:3b,35,Coding Generation,46.19321698801748,0.13594670000020415,0.1827475999998569,2587.50390625,,,,,
starcoder2:3b,36,Coding Generation,23.534932523417854,0.18389179999940097,5.623616099997889,2587.50390625,,,,,
starcoder2:3b,37,Coding Generation,23.62907248801763,0.15018530000088504,3.0290012000004936,2587.50390625,,,,,
starcoder2:3b,38,Coding Generation,45.79069075257,0.14892880000115838,0.19185850000212668,2587.50390625,,,,,
starcoder2:3b,39,Coding Generation,23.41455219540878,0.1377385999985563,5.604574400000274,2587.50390625,,,,,
starcoder2:3b,40,Coding Generation,23.4990754949658,0.08873160000075586,5.535854599998856,2587.50390625,,,,,
starcoder2:3b,41,Coding Generation,45.065040119151966,0.16382119999980205,0.20821230000001378,2587.50390625,,,,,
starcoder2:3b,42,Coding Generation,24.196539391578984,0.15956960000039544,1.1887160999976913,2587.50390625,,,,,
starcoder2:3b,43,Coding Generation,23.56537632278116,0.13783089999924414,3.363130199999432,2587.50390625,,,,,
starcoder2:3b,44,Coding Generation,23.409074919262924,0.17654939999920316,5.645041699997819,2587.50390625,,,,,
starcoder2:3b,45,Coding Generation,23.37179521333583,0.17529589999685413,5.651653499997337,2587.50390625,,,,,
starcoder2:3b,46,Coding Generation,1557.389814670612,0.18333630000051926,0.18352600000071106,2587.50390625,,,,,
starcoder2:3b,47,Coding Generation,23.829478370953314,0.1710073000031116,2.436518500002421,2587.50390625,,,,,
starcoder2:3b,48,Coding Generation,45.7909004322661,0.1588396000006469,0.20169280000118306,2587.50390625,,,,,
starcoder2:3b,49,Coding Generation,23.452224630391107,0.14740119999987655,5.605585600002087,2587.50390625,,,,,
starcoder2:3b,50,Coding Generation,23.544202248852176,0.17447979999997187,3.062082399999781,2587.50390625,,,,,
